id,ad,education,yearsexp,firstname,high,low,call,female,black,college
11,11,4,2,Kareem,1,0,0,0,1,1
264,11,4,7,Kenya,0,1,0,1,1,1
315,11,4,7,Kenya,0,1,0,1,1,1
291,11,4,10,Lakisha,1,0,0,1,1,1
403,11,4,8,Latonya,1,0,0,1,1,1
264,11,4,8,Meredith,1,0,0,1,0,1
11,11,4,7,Neil,0,1,0,0,0,1
359,11,4,7,Neil,0,1,0,0,0,1
264,11,4,2,Rasheed,1,0,0,0,1,1
359,11,4,6,Tamika,0,1,0,1,1,1
291,11,2,8,Tanisha,0,1,0,1,1,0
403,11,4,6,Todd,0,1,0,0,0,1
81,11,4,6,Tremayne,0,1,0,0,1,1
a,110b,4,14,Brad,1,0,0,0,0,1
a,110b,4,26,Ebony,0,1,0,1,1,1
a,110b,4,18,Jamal,1,0,0,0,1,1
a,110b,4,8,Jay,0,1,0,0,0,1
b,111,3,26,Ebony,1,0,1,1,1,0
b,111,4,7,Emily,0,1,1,1,0,1
b,111,3,4,Latonya,0,1,0,1,1,0
b,111,4,5,Meredith,1,0,0,1,0,1
a,111b,4,6,Lakisha,0,1,0,1,1,1
a,111b,4,2,Latonya,1,0,0,1,1,1
a,111b,4,8,Laurie,1,0,1,1,0,1
a,111b,4,7,Meredith,0,1,0,1,0,1
a,112b,1,10,Darnell,0,1,0,0,1,0
a,112b,2,8,Geoffrey,0,1,0,0,0,0
a,112b,4,10,Kristen,1,0,0,1,0,1
a,112b,4,6,Tyrone,1,0,0,0,1,1
b,117,4,14,Jill,1,0,0,1,0,1
b,117,4,9,Latonya,1,0,0,1,1,1
b,117,3,4,Sarah,0,1,0,1,0,0
b,117,3,13,Tanisha,0,1,0,1,1,0
b,118,4,9,Allison,1,0,1,1,0,1
b,118,3,4,Ebony,0,1,0,1,1,0
b,118,4,14,Lakisha,1,0,0,1,1,1
b,118,3,7,Laurie,0,1,1,1,0,0
b,119,3,7,Allison,0,1,0,1,0,0
b,119,4,14,Emily,1,0,0,1,0,1
b,119,4,9,Tamika,1,0,0,1,1,1
b,119,3,13,Tanisha,0,1,0,1,1,0
a,11b,4,13,Allison,0,1,1,1,0,1
a,11b,4,23,Brett,1,0,0,0,0,1
a,11b,4,10,Jermaine,0,1,0,0,1,1
a,11b,0,18,Tanisha,1,0,0,1,1,0
b,12,3,6,Aisha,0,1,0,1,1,0
b,12,3,6,Allison,1,0,0,1,0,0
b,12,2,6,Jill,0,1,0,1,0,0
b,12,3,6,Latonya,1,0,0,1,1,0
b,12,4,11,Carrie,1,0,0,1,0,1
b,12,3,12,Ebony,1,0,0,1,1,0
b,12,4,12,Latoya,0,1,0,1,1,1
b,12,4,11,Laurie,0,1,0,1,0,1
b,12,3,7,Carrie,1,0,0,1,0,0
b,12,3,7,Keisha,1,0,0,1,1,0
b,12,4,7,Latonya,0,1,0,1,1,1
b,12,4,7,Sarah,0,1,0,1,0,1
b,12,3,12,Allison,0,1,0,1,0,0
b,12,2,13,Ebony,0,1,0,1,1,0
b,12,3,12,Kenya,1,0,0,1,1,0
b,12,3,11,Sarah,1,0,0,1,0,0
b,12,4,5,Aisha,1,0,0,1,1,1
b,12,4,5,Jill,0,1,0,1,0,1
b,12,4,6,Kristen,1,0,0,1,0,1
b,12,4,6,Latonya,0,1,0,1,1,1
b,12,2,3,Anne,0,1,0,1,0,0
b,12,4,2,Ebony,0,1,0,1,1,1
b,12,4,5,Kristen,1,0,0,1,0,1
b,12,3,5,Latoya,1,0,0,1,1,0
b,12,4,7,Ebony,1,0,0,1,1,1
b,12,4,6,Jill,0,1,0,1,0,1
b,12,3,7,Sarah,1,0,0,1,0,0
b,12,4,7,Tamika,0,1,0,1,1,1
b,12,4,8,Emily,1,0,0,1,0,1
b,12,4,6,Keisha,0,1,0,1,1,1
b,12,4,8,Kenya,1,0,0,1,1,1
b,12,4,7,Sarah,0,1,0,1,0,1
b,12,3,9,Aisha,0,1,0,1,1,0
b,12,4,4,Ebony,1,0,0,1,1,1
b,12,4,4,Jill,1,0,0,1,0,1
b,12,4,4,Meredith,0,1,0,1,0,1
b,12,4,6,Anne,1,0,0,1,0,1
b,12,4,6,Emily,0,1,0,1,0,1
b,12,4,5,Latoya,0,1,0,1,1,1
b,12,4,7,Tamika,1,0,0,1,1,1
b,12,4,4,Allison,0,1,0,1,0,1
b,12,4,5,Emily,1,0,0,1,0,1
b,12,4,4,Kenya,1,0,0,1,1,1
b,12,4,7,Tamika,0,1,0,1,1,1
b,12,4,5,Allison,0,1,0,1,0,1
b,12,4,11,Carrie,1,0,0,1,0,1
b,12,4,6,Keisha,0,1,0,1,1,1
b,12,4,5,Lakisha,0,1,0,1,1,1
b,12,4,6,Laurie,0,1,0,1,0,1
b,12,4,11,Tanisha,1,0,0,1,1,1
b,12,4,6,Anne,0,1,0,1,0,1
b,12,4,11,Carrie,1,0,0,1,0,1
b,12,4,6,Keisha,0,1,0,1,1,1
b,12,4,11,Tamika,1,0,0,1,1,1
b,12,4,6,Allison,1,0,0,1,0,1
b,12,4,14,Latonya,0,1,0,1,1,1
b,12,4,6,Laurie,0,1,0,1,0,1
b,12,4,6,Tamika,1,0,0,1,1,1
b,12,4,4,Allison,0,1,0,1,0,1
b,12,4,8,Keisha,1,0,0,1,1,1
b,12,4,3,Meredith,1,0,0,1,0,1
b,12,4,3,Tanisha,0,1,0,1,1,1
b,12,4,6,Jill,0,1,0,1,0,1
b,12,3,21,Lakisha,1,0,0,1,1,0
b,12,3,3,Sarah,1,0,0,1,0,0
b,12,4,4,Tamika,0,1,0,1,1,1
b,12,3,2,Anne,1,0,0,1,0,0
b,12,4,19,Ebony,0,1,0,1,1,1
b,12,3,8,Sarah,0,1,0,1,0,0
b,12,4,5,Tanisha,1,0,0,1,1,1
b,12,3,3,Carrie,1,0,0,1,0,0
b,12,3,3,Keisha,1,0,0,1,1,0
b,12,4,4,Latonya,0,1,0,1,1,1
b,12,4,4,Sarah,0,1,0,1,0,1
b,12,4,4,Carrie,0,1,0,1,0,1
b,12,4,12,Latoya,1,0,0,1,1,1
b,12,3,21,Meredith,1,0,0,1,0,0
b,12,4,7,Tanisha,0,1,0,1,1,1
b,12,3,16,Allison,1,0,0,1,0,0
b,12,3,5,Ebony,1,0,0,1,1,0
b,12,3,6,Lakisha,0,1,0,1,1,0
b,12,2,3,Laurie,0,1,0,1,0,0
b,12,4,15,Kenya,0,1,0,1,1,1
b,12,4,3,Laurie,0,1,0,1,0,1
b,12,4,6,Jay,1,0,0,0,0,1
b,12,4,8,Keisha,1,0,0,1,1,1
b,12,2,6,Emily,0,1,0,1,0,0
b,12,4,7,Kenya,0,1,0,1,1,1
b,12,3,5,Sarah,1,0,0,1,0,0
b,12,4,5,Tanisha,1,0,0,1,1,1
187,12,4,6,Aisha,0,1,0,1,1,1
404,12,4,7,Allison,0,1,0,1,0,1
292,12,4,2,Allison,1,0,0,1,0,1
187,12,4,2,Anne,1,0,0,1,0,1
265,12,4,8,Brad,1,0,0,0,0,1
404,12,4,2,Brad,1,0,0,0,0,1
360,12,4,6,Brett,1,0,0,0,0,1
292,12,4,6,Carrie,0,1,0,1,0,1
377,12,4,10,Carrie,1,0,0,1,0,1
360,12,2,8,Emily,0,1,0,1,0,0
360,12,4,10,Jamal,1,0,0,0,1,1
265,12,4,6,Jay,0,1,0,0,0,1
232,12,4,2,Jay,1,0,0,0,0,1
377,12,4,8,Jermaine,0,1,0,0,1,1
187,12,4,7,Jill,0,1,0,1,0,1
232,12,4,7,Kareem,0,1,0,0,1,1
404,12,4,6,Kareem,0,1,0,0,1,1
292,12,4,8,Kareem,1,0,0,0,1,1
232,12,4,8,Keisha,1,0,0,1,1,1
316,12,4,7,Latonya,0,1,0,1,1,1
404,12,4,8,Latonya,1,0,0,1,1,1
265,12,4,2,Latoya,1,0,0,1,1,1
316,12,4,6,Laurie,0,1,0,1,0,1
377,12,4,8,Leroy,1,0,0,0,1,1
316,12,4,8,Neil,1,0,0,0,0,1
292,12,4,7,Rasheed,0,1,0,0,1,1
232,12,4,6,Sarah,0,1,0,1,0,1
377,12,4,8,Sarah,0,1,0,1,0,1
360,12,1,10,Tanisha,0,1,0,1,1,0
316,12,4,2,Tanisha,1,0,0,1,1,1
187,12,4,8,Tremayne,1,0,0,0,1,1
265,12,4,7,Tyrone,0,1,0,0,1,1
b,121,4,9,Kristen,1,0,0,1,0,1
b,121,4,14,Latonya,1,0,0,1,1,1
b,121,3,7,Sarah,0,1,0,1,0,0
b,121,3,13,Tanisha,0,1,0,1,1,0
b,122,3,26,Ebony,1,0,0,1,1,0
b,122,4,8,Emily,1,0,0,1,0,1
b,122,3,13,Lakisha,0,1,0,1,1,0
b,122,4,11,Sarah,0,1,0,1,0,1
b,127,3,2,Anne,0,1,1,1,0,0
b,127,3,13,Latoya,0,1,1,1,1,0
b,127,3,4,Meredith,1,0,0,1,0,0
b,127,2,19,Tanisha,1,0,0,1,1,0
a,12b,4,10,Anne,1,0,0,1,0,1
a,12b,4,10,Hakim,1,0,0,0,1,1
a,12b,4,18,Jay,0,1,0,0,0,1
a,12b,4,26,Latoya,0,1,0,1,1,1
b,13,4,4,Aisha,0,1,0,1,1,1
b,13,4,4,Emily,0,1,0,1,0,1
b,13,3,4,Jill,1,0,0,1,0,0
b,13,3,4,Keisha,1,0,0,1,1,0
b,13,4,4,Laurie,0,1,0,1,0,1
b,13,4,4,Tamika,0,1,0,1,1,1
b,13,4,4,Carrie,0,1,0,1,0,1
b,13,3,21,Lakisha,1,0,0,1,1,0
b,13,4,4,Latoya,0,1,0,1,1,1
b,13,3,16,Laurie,1,0,0,1,0,0
b,13,3,4,Allison,0,1,0,1,0,0
b,13,4,4,Kristen,1,0,0,1,0,1
b,13,4,4,Lakisha,0,1,0,1,1,1
b,13,3,4,Latonya,1,0,0,1,1,0
b,13,4,5,Allison,1,0,1,1,0,1
b,13,3,3,Keisha,1,0,0,1,1,0
b,13,2,6,Laurie,0,1,1,1,0,0
b,13,4,11,Tanisha,0,1,0,1,1,1
b,13,4,12,Jill,0,1,0,1,0,1
b,13,3,14,Kristen,1,0,0,1,0,0
b,13,3,13,Lakisha,1,0,0,1,1,0
b,13,4,12,Tamika,0,1,0,1,1,1
b,13,4,12,Latoya,0,1,1,1,1,1
b,13,4,11,Laurie,1,0,1,1,0,1
b,13,4,11,Sarah,0,1,0,1,0,1
b,13,3,12,Tamika,1,0,0,1,1,0
b,13,4,3,Ebony,0,1,0,1,1,1
b,13,3,6,Lakisha,1,0,0,1,1,0
b,13,4,7,Meredith,1,0,0,1,0,1
b,13,3,8,Sarah,0,1,0,1,0,0
b,13,3,16,Allison,1,0,0,1,0,0
b,13,3,17,Kenya,1,0,0,1,1,0
b,13,4,5,Laurie,1,0,0,1,0,1
b,13,4,5,Tamika,1,0,0,1,1,1
b,13,0,4,Allison,0,1,0,1,0,0
b,13,4,9,Keisha,1,0,0,1,1,1
b,13,4,6,Lakisha,0,1,0,1,1,1
b,13,4,8,Meredith,1,0,0,1,0,1
b,13,4,6,Latonya,0,1,0,1,1,1
b,13,4,6,Laurie,0,1,0,1,0,1
b,13,4,3,Aisha,1,0,0,1,1,1
b,13,3,5,Allison,1,0,0,1,0,0
b,13,2,4,Carrie,0,1,0,1,0,0
b,13,4,6,Tanisha,0,1,0,1,1,1
b,13,4,8,Anne,1,0,0,1,0,1
b,13,4,9,Latoya,0,1,0,1,1,1
b,13,4,7,Laurie,0,1,0,1,0,1
b,13,4,5,Tamika,1,0,0,1,1,1
b,13,4,9,Carrie,1,0,0,1,0,1
b,13,4,7,Lakisha,1,0,0,1,1,1
b,13,4,15,Latonya,0,1,0,1,1,1
b,13,4,6,Sarah,0,1,0,1,0,1
b,13,4,5,Ebony,1,0,0,1,1,1
b,13,4,9,Kristen,1,0,0,1,0,1
b,13,4,3,Anne,0,1,0,1,0,1
b,13,4,4,Emily,1,0,0,1,0,1
b,13,4,5,Kenya,1,0,0,1,1,1
b,13,4,4,Latoya,0,1,0,1,1,1
b,13,4,12,Allison,1,0,0,1,0,1
b,13,4,7,Emily,0,1,0,1,0,1
b,13,4,9,Tamika,1,0,0,1,1,1
b,13,4,15,Tanisha,0,1,0,1,1,1
b,13,4,10,Aisha,0,1,0,1,1,1
b,13,4,11,Allison,0,1,0,1,0,1
b,13,4,10,Carrie,1,0,1,1,0,1
b,13,4,10,Latoya,1,0,0,1,1,1
b,13,3,5,Ebony,1,0,0,1,1,0
b,13,3,16,Jill,1,0,0,1,0,0
b,13,3,6,Kristen,0,1,0,1,0,0
b,13,2,3,Latoya,0,1,0,1,1,0
b,13,4,6,Anne,0,1,0,1,0,1
b,13,3,3,Emily,1,0,0,1,0,0
b,13,4,5,Keisha,1,0,0,1,1,1
b,13,4,4,Kenya,0,1,0,1,1,1
b,13,4,12,Carrie,0,1,0,1,0,1
b,13,4,16,Ebony,0,1,0,1,1,1
b,13,3,21,Meredith,1,0,0,1,0,0
b,13,3,16,Tamika,1,0,0,1,1,0
b,13,3,16,Kristen,1,0,1,1,0,0
b,13,2,3,Laurie,0,1,0,1,0,0
b,13,3,6,Tamika,0,1,0,1,1,0
b,13,3,5,Tanisha,1,0,0,1,1,0
b,13,2,3,Carrie,0,1,0,1,0,0
b,13,4,5,Emily,1,0,0,1,0,1
b,13,3,5,Keisha,1,0,0,1,1,0
b,13,3,6,Tamika,0,1,0,1,1,0
293,13,4,7,Allison,0,1,0,1,0,1
233,13,4,2,Brad,1,0,0,0,0,1
378,13,4,2,Brad,1,0,0,0,0,1
317,13,4,7,Brendan,0,1,0,0,0,1
266,13,4,6,Brett,0,1,0,0,0,1
293,13,4,2,Brett,1,0,0,0,0,1
266,13,4,8,Carrie,1,0,0,1,0,1
317,13,4,8,Emily,1,0,0,1,0,1
378,13,4,7,Greg,0,1,0,0,0,1
233,13,4,7,Hakim,0,1,0,0,1,1
378,13,4,6,Hakim,0,1,0,0,1,1
405,13,4,8,Hakim,1,0,0,0,1,1
317,13,4,2,Jamal,1,0,0,0,1,1
188,13,4,6,Jay,0,1,0,0,0,1
188,13,4,7,Keisha,0,1,0,1,1,1
317,13,4,6,Keisha,0,1,0,1,1,1
361,13,4,6,Keisha,0,1,0,1,1,1
233,13,4,8,Keisha,1,0,0,1,1,1
266,13,4,2,Keisha,1,0,0,1,1,1
293,13,4,8,Keisha,1,0,0,1,1,1
378,13,4,8,Kenya,1,0,0,1,1,1
361,13,4,7,Kristen,0,1,0,1,0,1
405,13,4,6,Matthew,0,1,0,0,0,1
361,13,4,8,Meredith,1,0,0,1,0,1
233,13,4,6,Sarah,0,1,0,1,0,1
188,13,4,2,Sarah,1,0,0,1,0,1
405,13,4,2,Todd,1,0,0,0,0,1
405,13,4,7,Tremayne,0,1,0,0,1,1
266,13,4,7,Tyrone,0,1,0,0,1,1
293,13,4,6,Tyrone,0,1,0,0,1,1
188,13,4,8,Tyrone,1,0,0,0,1,1
361,13,4,2,Tyrone,1,0,0,0,1,1
b,132,2,19,Allison,1,0,0,1,0,0
b,132,3,13,Anne,0,1,0,1,0,0
b,132,3,7,Latonya,0,1,0,1,1,0
b,132,4,9,Tamika,1,0,0,1,1,1
b,133,4,9,Jill,1,0,0,1,0,1
b,133,3,4,Kenya,0,1,0,1,1,0
b,133,3,4,Meredith,0,1,0,1,0,0
b,133,2,16,Tamika,1,0,0,1,1,0
b,134,3,1,Allison,0,1,0,1,0,0
b,134,4,9,Ebony,1,0,0,1,1,1
b,134,3,18,Emily,1,0,0,1,0,0
b,134,4,7,Latoya,0,1,0,1,1,1
b,137,3,13,Kristen,0,1,0,1,0,0
b,137,4,9,Latonya,1,0,0,1,1,1
b,137,2,19,Laurie,1,0,0,1,0,0
b,137,3,5,Tanisha,0,1,0,1,1,0
b,138,4,14,Anne,1,0,0,1,0,1
b,138,3,4,Kenya,1,0,0,1,1,0
b,138,3,2,Lakisha,0,1,0,1,1,0
b,138,3,5,Meredith,0,1,0,1,0,0
a,13b,4,6,Emily,0,1,0,1,0,1
a,13b,4,4,Meredith,1,0,0,1,0,1
a,13b,4,7,Tanisha,0,1,0,1,1,1
a,13b,4,7,Tyrone,1,0,0,0,1,1
b,14,4,4,Aisha,0,1,0,1,1,1
b,14,4,4,Allison,0,1,1,1,0,1
b,14,3,4,Carrie,1,0,1,1,0,0
b,14,3,4,Latoya,1,0,0,1,1,0
b,14,4,14,Anne,1,0,1,1,0,1
b,14,4,11,Tamika,1,0,0,1,1,1
b,14,2,9,Aisha,0,1,0,1,1,0
b,14,4,6,Carrie,1,0,0,1,0,1
b,14,3,7,Ebony,1,0,0,1,1,0
b,14,4,11,Meredith,0,1,0,1,0,1
b,14,4,4,Anne,0,1,0,1,0,1
b,14,4,4,Lakisha,1,0,0,1,1,1
b,14,4,6,Latonya,0,1,0,1,1,1
b,14,4,5,Meredith,1,0,1,1,0,1
b,14,4,19,Aisha,0,1,0,1,1,1
b,14,4,13,Emily,0,1,0,1,0,1
b,14,4,21,Jill,1,0,0,1,0,1
b,14,4,7,Keisha,1,0,0,1,1,1
b,14,3,14,Allison,0,1,0,1,0,0
b,14,4,12,Latoya,1,0,0,1,1,1
b,14,4,12,Meredith,1,0,0,1,0,1
b,14,4,15,Tanisha,0,1,0,1,1,1
b,14,3,11,Carrie,0,1,0,1,0,0
b,14,3,22,Kenya,1,0,0,1,1,0
b,14,4,13,Latonya,0,1,0,1,1,1
b,14,4,11,Sarah,1,0,1,1,0,1
b,14,4,12,Allison,0,1,1,1,0,1
b,14,3,13,Ebony,1,0,0,1,1,0
b,14,4,11,Sarah,1,0,0,1,0,1
b,14,2,11,Tanisha,0,1,0,1,1,0
b,14,4,6,Anne,0,1,0,1,0,1
b,14,3,6,Ebony,1,0,0,1,1,0
b,14,4,4,Keisha,0,1,0,1,1,1
b,14,3,3,Kristen,1,0,0,1,0,0
b,14,3,9,Allison,1,0,0,1,0,0
b,14,3,8,Emily,0,1,0,1,0,0
b,14,4,6,Latonya,0,1,0,1,1,1
b,14,4,8,Latoya,1,0,0,1,1,1
b,14,4,13,Jill,0,1,0,1,0,1
b,14,4,19,Latoya,0,1,0,1,1,1
b,14,4,21,Sarah,1,0,1,1,0,1
b,14,4,7,Tamika,1,0,1,1,1,1
b,14,4,5,Anne,0,1,0,1,0,1
b,14,3,6,Jill,1,0,0,1,0,0
b,14,4,5,Keisha,0,1,0,1,1,1
b,14,3,5,Kenya,1,0,0,1,1,0
b,14,3,11,Latoya,1,0,0,1,1,0
b,14,4,8,Laurie,1,0,0,1,0,1
b,14,4,25,Meredith,0,1,0,1,0,1
b,14,3,10,Tamika,0,1,0,1,1,0
b,14,4,3,Aisha,0,1,0,1,1,1
b,14,4,4,Anne,1,0,0,1,0,1
b,14,4,5,Keisha,1,0,0,1,1,1
b,14,4,4,Laurie,0,1,0,1,0,1
b,14,4,4,Carrie,0,1,0,1,0,1
b,14,4,4,Kenya,0,1,0,1,1,1
b,14,4,4,Lakisha,1,0,0,1,1,1
b,14,4,5,Laurie,1,0,0,1,0,1
b,14,4,6,Emily,0,1,0,1,0,1
b,14,4,5,Greg,1,0,0,0,0,1
b,14,4,6,Lakisha,0,1,0,1,1,1
b,14,4,4,Latoya,1,0,0,1,1,1
b,14,4,5,Jill,1,0,0,1,0,1
b,14,4,6,Kristen,0,1,0,1,0,1
b,14,0,2,Latoya,0,1,0,1,1,0
b,14,4,6,Tamika,1,0,0,1,1,1
b,14,4,6,Ebony,1,0,0,1,1,1
b,14,4,6,Emily,0,1,0,1,0,1
b,14,4,6,Kristen,1,0,1,1,0,1
b,14,4,6,Latoya,0,1,0,1,1,1
b,14,4,6,Allison,1,0,0,1,0,1
b,14,4,4,Latoya,1,0,0,1,1,1
b,14,4,11,Carrie,1,0,0,1,0,1
b,14,4,6,Keisha,0,1,0,1,1,1
b,14,4,6,Kristen,0,1,0,1,0,1
b,14,4,11,Latoya,1,0,0,1,1,1
b,14,4,6,Allison,1,0,0,1,0,1
b,14,4,14,Anne,0,1,0,1,0,1
b,14,4,6,Lakisha,0,1,0,1,1,1
b,14,4,6,Tamika,1,0,0,1,1,1
b,14,4,5,Ebony,1,0,0,1,1,1
b,14,4,7,Kristen,1,0,0,1,0,1
b,14,4,4,Meredith,0,1,0,1,0,1
b,14,4,6,Tanisha,0,1,0,1,1,1
b,14,4,3,Allison,1,0,0,1,0,1
b,14,4,4,Emily,0,1,0,1,0,1
b,14,4,3,Tamika,0,1,0,1,1,1
b,14,4,8,Tanisha,1,0,0,1,1,1
b,14,3,6,Allison,0,1,0,1,0,0
b,14,2,3,Kenya,0,1,0,1,1,0
b,14,3,5,Laurie,1,0,0,1,0,0
b,14,3,16,Tamika,1,0,0,1,1,0
b,14,4,5,Allison,0,1,1,1,0,1
b,14,4,4,Ebony,0,1,0,1,1,1
b,14,3,5,Jill,1,0,0,1,0,0
b,14,4,5,Keisha,1,0,0,1,1,1
b,14,4,6,Allison,1,0,0,1,0,1
b,14,4,11,Carrie,0,1,0,1,0,1
b,14,3,21,Ebony,1,0,0,1,1,0
b,14,2,4,Tamika,0,1,0,1,1,0
b,14,3,6,Carrie,0,1,0,1,0,0
b,14,4,11,Keisha,0,1,0,1,1,1
b,14,4,7,Kenya,1,0,0,1,1,1
b,14,3,5,Sarah,1,0,1,1,0,0
b,14,4,3,Ebony,0,1,1,1,1,1
b,14,4,15,Laurie,0,1,0,1,0,1
b,14,3,4,Allison,0,1,0,1,0,0
b,14,4,5,Keisha,1,0,0,1,1,1
b,14,3,4,Kristen,1,0,0,1,0,0
b,14,4,5,Tamika,0,1,0,1,1,1
b,14,2,2,Ebony,0,1,0,1,1,0
b,14,3,5,Keisha,1,0,0,1,1,0
b,14,2,1,Meredith,0,1,0,1,0,0
b,14,4,6,Sarah,1,0,0,1,0,1
379,14,4,6,Anne,0,1,0,1,0,1
318,14,4,8,Brad,1,0,0,0,0,1
362,14,4,6,Brett,0,1,0,0,0,1
14,14,4,18,Brett,1,0,0,0,0,1
294,14,4,7,Darnell,0,1,0,0,1,1
318,14,4,2,Ebony,1,0,0,1,1,1
267,14,4,8,Emily,1,0,0,1,0,1
362,14,4,2,Geoffrey,1,0,0,0,0,1
379,14,4,7,Jamal,0,1,0,0,1,1
294,14,4,6,Jay,0,1,0,0,0,1
379,14,4,2,Jay,1,0,1,0,0,1
406,14,4,6,Jermaine,0,1,0,0,1,1
14,14,4,14,Jermaine,1,0,0,0,1,1
234,14,4,8,Jill,0,1,0,1,0,1
318,14,4,7,Jill,0,1,0,1,0,1
267,14,4,2,Kareem,1,0,0,0,1,1
189,14,4,7,Keisha,0,1,0,1,1,1
294,14,4,2,Kenya,1,0,0,1,1,1
189,14,4,8,Kristen,1,0,0,1,0,1
14,14,4,8,Latonya,0,1,0,1,1,1
84,14,4,7,Latonya,0,1,0,1,1,1
234,14,4,14,Latonya,1,0,0,1,1,1
406,14,4,8,Laurie,1,0,0,1,0,1
234,14,4,26,Leroy,0,1,0,0,1,1
267,14,4,6,Leroy,0,1,0,0,1,1
318,14,4,6,Leroy,0,1,0,0,1,1
189,14,4,2,Leroy,1,0,0,0,1,1
406,14,4,7,Matthew,0,1,0,0,0,1
294,14,4,8,Meredith,1,0,0,1,0,1
14,14,4,26,Neil,0,1,0,0,0,1
189,14,4,6,Neil,0,1,0,0,0,1
234,14,4,18,Neil,1,0,0,0,0,1
84,14,4,8,Neil,1,0,0,0,0,1
406,14,4,2,Rasheed,1,0,0,0,1,1
84,14,4,2,Rasheed,1,0,0,0,1,1
362,14,4,8,Tanisha,1,0,0,1,1,1
267,14,4,7,Todd,0,1,0,0,0,1
84,14,4,6,Todd,0,1,0,0,0,1
362,14,4,7,Tyrone,0,1,0,0,1,1
379,14,4,8,Tyrone,1,0,0,0,1,1
b,141,3,16,Allison,1,0,0,1,0,0
b,141,3,7,Jill,0,1,0,1,0,0
b,141,2,16,Latonya,1,0,0,1,1,0
b,141,3,13,Tamika,0,1,0,1,1,0
b,144,2,16,Jill,1,0,0,1,0,0
b,144,3,1,Kenya,0,1,0,1,1,0
b,144,3,4,Kristen,0,1,0,1,0,0
b,144,3,16,Tamika,1,0,0,1,1,0
a,14b,4,6,Brett,0,1,0,0,0,1
a,14b,4,8,Hakim,1,0,0,0,1,1
a,14b,4,4,Laurie,1,0,1,1,0,1
a,14b,4,13,Rasheed,0,1,0,0,1,1
b,15,4,6,Carrie,0,1,0,1,0,1
b,15,4,4,Ebony,0,1,0,1,1,1
b,15,3,5,Latonya,1,0,0,1,1,0
b,15,4,7,Meredith,1,0,0,1,0,1
b,15,4,5,Allison,0,1,0,1,0,1
b,15,4,15,Ebony,0,1,0,1,1,1
b,15,4,7,Latoya,1,0,0,1,1,1
b,15,3,6,Laurie,1,0,0,1,0,0
b,15,4,13,Carrie,0,1,0,1,0,1
b,15,4,7,Kenya,1,0,0,1,1,1
b,15,4,9,Lakisha,0,1,0,1,1,1
b,15,4,10,Meredith,1,0,0,1,0,1
b,15,4,8,Aisha,0,1,0,1,1,1
b,15,3,8,Anne,1,0,0,1,0,0
b,15,4,8,Kristen,0,1,0,1,0,1
b,15,4,8,Tanisha,1,0,0,1,1,1
b,15,4,25,Anne,0,1,0,1,0,1
b,15,4,21,Anne,1,0,0,1,0,1
b,15,3,6,Ebony,0,1,0,1,1,0
b,15,4,6,Tanisha,1,0,0,1,1,1
b,15,4,4,Kenya,1,0,0,1,1,1
b,15,3,3,Kristen,1,0,0,1,0,0
b,15,2,4,Meredith,0,1,0,1,0,0
b,15,3,6,Tanisha,0,1,0,1,1,0
b,15,4,11,Aisha,1,0,0,1,1,1
b,15,3,13,Carrie,0,1,0,1,0,0
b,15,4,11,Latonya,0,1,0,1,1,1
b,15,3,12,Laurie,1,0,0,1,0,0
b,15,4,7,Ebony,1,0,0,1,1,1
b,15,3,8,Jill,1,0,1,1,0,0
b,15,4,8,Keisha,0,1,0,1,1,1
b,15,3,9,Laurie,0,1,0,1,0,0
b,15,4,5,Ebony,1,0,0,1,1,1
b,15,4,4,Emily,0,1,0,1,0,1
b,15,4,5,Laurie,1,0,0,1,0,1
b,15,4,4,Tamika,0,1,0,1,1,1
b,15,4,5,Jill,0,1,0,1,0,1
b,15,3,6,Lakisha,1,0,0,1,1,0
b,15,4,5,Latoya,0,1,0,1,1,1
b,15,3,5,Laurie,1,0,0,1,0,0
b,15,3,3,Anne,1,0,0,1,0,0
b,15,4,5,Kenya,1,0,0,1,1,1
b,15,2,6,Latoya,0,1,0,1,1,0
b,15,4,11,Laurie,0,1,0,1,0,1
b,15,4,9,Allison,1,0,0,1,0,1
b,15,4,7,Jill,0,1,0,1,0,1
b,15,4,6,Kenya,1,0,0,1,1,1
b,15,0,4,Lakisha,0,1,0,1,1,0
b,15,4,7,Kristen,1,0,0,1,0,1
b,15,4,5,Latoya,0,1,0,1,1,1
b,15,4,6,Sarah,0,1,0,1,0,1
b,15,4,6,Tanisha,1,0,0,1,1,1
b,15,4,6,Emily,0,1,0,1,0,1
b,15,4,7,Jill,1,0,0,1,0,1
b,15,4,5,Lakisha,0,1,0,1,1,1
b,15,4,6,Latonya,1,0,0,1,1,1
b,15,4,11,Neil,1,0,0,0,0,1
b,15,4,10,Tyrone,1,0,0,0,1,1
b,15,4,5,Allison,1,0,0,1,0,1
b,15,4,4,Anne,0,1,0,1,0,1
b,15,4,3,Kenya,0,1,0,1,1,1
b,15,4,4,Tamika,1,0,0,1,1,1
b,15,4,6,Kristen,0,1,1,1,0,1
b,15,4,6,Tamika,0,1,0,1,1,1
b,15,4,6,Anne,0,1,0,1,0,1
b,15,4,6,Ebony,1,0,0,1,1,1
b,15,4,11,Jill,1,0,0,1,0,1
b,15,4,14,Tanisha,0,1,0,1,1,1
b,15,4,6,Aisha,1,0,0,1,1,1
