yearsexp,firstname,high_quality,call,female,black,boston,college,income_in_city
7,"Kenya",0,0,1,1,1,1,5.3657
7,"Kenya",0,0,1,1,1,1,5.3657
10,"Lakisha",1,0,1,1,1,1,5.3657
8,"Latonya",1,0,1,1,1,1,5.3657
8,"Meredith",1,0,1,0,1,1,5.3657
7,"Neil",0,0,0,0,1,1,5.3657
7,"Neil",0,0,0,0,1,1,5.3657
2,"Rasheed",1,0,0,1,1,1,5.3657
6,"Tamika",0,0,1,1,1,1,5.3657
8,"Tanisha",0,0,1,1,1,0,5.3657
6,"Todd",0,0,0,0,1,1,5.3657
6,"Tremayne",0,0,0,1,1,1,5.3657
14,"Brad",1,0,0,0,1,1,5.3657
26,"Ebony",0,0,1,1,1,1,5.3657
18,"Jamal",1,0,0,1,1,1,5.3657
8,"Jay",0,0,0,0,1,1,5.3657
26,"Ebony",1,1,1,1,1,0,5.3657
7,"Emily",0,1,1,0,1,1,5.3657
4,"Latonya",0,0,1,1,1,0,5.3657
5,"Meredith",1,0,1,0,1,1,5.3657
6,"Lakisha",0,0,1,1,1,1,5.3657
2,"Latonya",1,0,1,1,1,1,5.3657
8,"Laurie",1,1,1,0,1,1,5.3657
7,"Meredith",0,0,1,0,1,1,5.3657
10,"Darnell",0,0,0,1,1,0,5.3657
8,"Geoffrey",0,0,0,0,1,0,5.3657
10,"Kristen",1,0,1,0,1,1,5.3657
6,"Tyrone",1,0,0,1,1,1,5.3657
14,"Jill",1,0,1,0,1,1,5.3657
9,"Latonya",1,0,1,1,1,1,5.3657
4,"Sarah",0,0,1,0,1,0,5.3657
13,"Tanisha",0,0,1,1,1,0,5.3657
9,"Allison",1,1,1,0,1,1,5.3657
4,"Ebony",0,0,1,1,1,0,5.3657
14,"Lakisha",1,0,1,1,1,1,5.3657
7,"Laurie",0,1,1,0,1,0,5.3657
7,"Allison",0,0,1,0,1,0,5.3657
14,"Emily",1,0,1,0,1,1,5.3657
9,"Tamika",1,0,1,1,1,1,5.3657
13,"Tanisha",0,0,1,1,1,0,5.3657
13,"Allison",0,1,1,0,1,1,5.3657
23,"Brett",1,0,0,0,1,1,5.3657
10,"Jermaine",0,0,0,1,1,1,5.3657
18,"Tanisha",1,0,1,1,1,0,5.3657
6,"Aisha",0,0,1,1,0,0,6.3153
6,"Allison",1,0,1,0,0,0,6.3153
6,"Jill",0,0,1,0,0,0,6.3153
6,"Latonya",1,0,1,1,0,0,6.3153
11,"Carrie",1,0,1,0,0,1,6.3153
12,"Ebony",1,0,1,1,0,0,6.3153
12,"Latoya",0,0,1,1,0,1,6.3153
11,"Laurie",0,0,1,0,0,1,6.3153
7,"Carrie",1,0,1,0,0,0,6.3153
7,"Keisha",1,0,1,1,0,0,6.3153
7,"Latonya",0,0,1,1,0,1,6.3153
7,"Sarah",0,0,1,0,0,1,6.3153
12,"Allison",0,0,1,0,0,0,6.3153
13,"Ebony",0,0,1,1,0,0,6.3153
12,"Kenya",1,0,1,1,0,0,6.3153
11,"Sarah",1,0,1,0,0,0,6.3153
5,"Aisha",1,0,1,1,0,1,6.3153
5,"Jill",0,0,1,0,0,1,6.3153
6,"Kristen",1,0,1,0,0,1,6.3153
6,"Latonya",0,0,1,1,0,1,6.3153
3,"Anne",0,0,1,0,0,0,6.3153
2,"Ebony",0,0,1,1,0,1,6.3153
5,"Kristen",1,0,1,0,0,1,6.3153
5,"Latoya",1,0,1,1,0,0,6.3153
7,"Ebony",1,0,1,1,0,1,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
7,"Sarah",1,0,1,0,0,0,6.3153
7,"Tamika",0,0,1,1,0,1,6.3153
8,"Emily",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
8,"Kenya",1,0,1,1,0,1,6.3153
7,"Sarah",0,0,1,0,0,1,6.3153
9,"Aisha",0,0,1,1,0,0,6.3153
4,"Ebony",1,0,1,1,0,1,6.3153
4,"Jill",1,0,1,0,0,1,6.3153
4,"Meredith",0,0,1,0,0,1,6.3153
6,"Anne",1,0,1,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
7,"Tamika",1,0,1,1,0,1,6.3153
4,"Allison",0,0,1,0,0,1,6.3153
5,"Emily",1,0,1,0,0,1,6.3153
4,"Kenya",1,0,1,1,0,1,6.3153
7,"Tamika",0,0,1,1,0,1,6.3153
5,"Allison",0,0,1,0,0,1,6.3153
11,"Carrie",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
5,"Lakisha",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,1,6.3153
11,"Tanisha",1,0,1,1,0,1,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
11,"Carrie",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
11,"Tamika",1,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
14,"Latonya",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
4,"Allison",0,0,1,0,0,1,6.3153
8,"Keisha",1,0,1,1,0,1,6.3153
3,"Meredith",1,0,1,0,0,1,6.3153
3,"Tanisha",0,0,1,1,0,1,6.3153
6,"Jill",0,0,1,0,0,1,6.3153
21,"Lakisha",1,0,1,1,0,0,6.3153
3,"Sarah",1,0,1,0,0,0,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
2,"Anne",1,0,1,0,0,0,6.3153
19,"Ebony",0,0,1,1,0,1,6.3153
8,"Sarah",0,0,1,0,0,0,6.3153
5,"Tanisha",1,0,1,1,0,1,6.3153
3,"Carrie",1,0,1,0,0,0,6.3153
3,"Keisha",1,0,1,1,0,0,6.3153
4,"Latonya",0,0,1,1,0,1,6.3153
4,"Sarah",0,0,1,0,0,1,6.3153
4,"Carrie",0,0,1,0,0,1,6.3153
12,"Latoya",1,0,1,1,0,1,6.3153
21,"Meredith",1,0,1,0,0,0,6.3153
7,"Tanisha",0,0,1,1,0,1,6.3153
16,"Allison",1,0,1,0,0,0,6.3153
5,"Ebony",1,0,1,1,0,0,6.3153
6,"Lakisha",0,0,1,1,0,0,6.3153
3,"Laurie",0,0,1,0,0,0,6.3153
15,"Kenya",0,0,1,1,0,1,6.3153
3,"Laurie",0,0,1,0,0,1,6.3153
6,"Jay",1,0,0,0,0,1,6.3153
8,"Keisha",1,0,1,1,0,1,6.3153
6,"Emily",0,0,1,0,0,0,6.3153
7,"Kenya",0,0,1,1,0,1,6.3153
5,"Sarah",1,0,1,0,0,0,6.3153
5,"Tanisha",1,0,1,1,0,1,6.3153
6,"Aisha",0,0,1,1,1,1,5.3657
7,"Allison",0,0,1,0,1,1,5.3657
2,"Allison",1,0,1,0,1,1,5.3657
2,"Anne",1,0,1,0,1,1,5.3657
8,"Brad",1,0,0,0,1,1,5.3657
2,"Brad",1,0,0,0,1,1,5.3657
6,"Brett",1,0,0,0,1,1,5.3657
6,"Carrie",0,0,1,0,1,1,5.3657
10,"Carrie",1,0,1,0,1,1,5.3657
8,"Emily",0,0,1,0,1,0,5.3657
10,"Jamal",1,0,0,1,1,1,5.3657
6,"Jay",0,0,0,0,1,1,5.3657
2,"Jay",1,0,0,0,1,1,5.3657
8,"Jermaine",0,0,0,1,1,1,5.3657
7,"Jill",0,0,1,0,1,1,5.3657
7,"Kareem",0,0,0,1,1,1,5.3657
6,"Kareem",0,0,0,1,1,1,5.3657
8,"Kareem",1,0,0,1,1,1,5.3657
8,"Keisha",1,0,1,1,1,1,5.3657
7,"Latonya",0,0,1,1,1,1,5.3657
8,"Latonya",1,0,1,1,1,1,5.3657
2,"Latoya",1,0,1,1,1,1,5.3657
6,"Laurie",0,0,1,0,1,1,5.3657
8,"Leroy",1,0,0,1,1,1,5.3657
8,"Neil",1,0,0,0,1,1,5.3657
7,"Rasheed",0,0,0,1,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
8,"Sarah",0,0,1,0,1,1,5.3657
10,"Tanisha",0,0,1,1,1,0,5.3657
2,"Tanisha",1,0,1,1,1,1,5.3657
8,"Tremayne",1,0,0,1,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
9,"Kristen",1,0,1,0,1,1,5.3657
14,"Latonya",1,0,1,1,1,1,5.3657
7,"Sarah",0,0,1,0,1,0,5.3657
13,"Tanisha",0,0,1,1,1,0,5.3657
26,"Ebony",1,0,1,1,1,0,5.3657
8,"Emily",1,0,1,0,1,1,5.3657
13,"Lakisha",0,0,1,1,1,0,5.3657
11,"Sarah",0,0,1,0,1,1,5.3657
2,"Anne",0,1,1,0,1,0,5.3657
13,"Latoya",0,1,1,1,1,0,5.3657
4,"Meredith",1,0,1,0,1,0,5.3657
19,"Tanisha",1,0,1,1,1,0,5.3657
10,"Anne",1,0,1,0,1,1,5.3657
10,"Hakim",1,0,0,1,1,1,5.3657
18,"Jay",0,0,0,0,1,1,5.3657
26,"Latoya",0,0,1,1,1,1,5.3657
4,"Aisha",0,0,1,1,0,1,6.3153
4,"Emily",0,0,1,0,0,1,6.3153
4,"Jill",1,0,1,0,0,0,6.3153
4,"Keisha",1,0,1,1,0,0,6.3153
4,"Laurie",0,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
4,"Carrie",0,0,1,0,0,1,6.3153
21,"Lakisha",1,0,1,1,0,0,6.3153
4,"Latoya",0,0,1,1,0,1,6.3153
16,"Laurie",1,0,1,0,0,0,6.3153
4,"Allison",0,0,1,0,0,0,6.3153
4,"Kristen",1,0,1,0,0,1,6.3153
4,"Lakisha",0,0,1,1,0,1,6.3153
4,"Latonya",1,0,1,1,0,0,6.3153
5,"Allison",1,1,1,0,0,1,6.3153
3,"Keisha",1,0,1,1,0,0,6.3153
6,"Laurie",0,1,1,0,0,0,6.3153
11,"Tanisha",0,0,1,1,0,1,6.3153
12,"Jill",0,0,1,0,0,1,6.3153
14,"Kristen",1,0,1,0,0,0,6.3153
13,"Lakisha",1,0,1,1,0,0,6.3153
12,"Tamika",0,0,1,1,0,1,6.3153
12,"Latoya",0,1,1,1,0,1,6.3153
11,"Laurie",1,1,1,0,0,1,6.3153
11,"Sarah",0,0,1,0,0,1,6.3153
12,"Tamika",1,0,1,1,0,0,6.3153
3,"Ebony",0,0,1,1,0,1,6.3153
6,"Lakisha",1,0,1,1,0,0,6.3153
7,"Meredith",1,0,1,0,0,1,6.3153
8,"Sarah",0,0,1,0,0,0,6.3153
16,"Allison",1,0,1,0,0,0,6.3153
17,"Kenya",1,0,1,1,0,0,6.3153
5,"Laurie",1,0,1,0,0,1,6.3153
5,"Tamika",1,0,1,1,0,1,6.3153
4,"Allison",0,0,1,0,0,0,6.3153
9,"Keisha",1,0,1,1,0,1,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
8,"Meredith",1,0,1,0,0,1,6.3153
6,"Latonya",0,0,1,1,0,1,6.3153
6,"Laurie",0,0,1,0,0,1,6.3153
3,"Aisha",1,0,1,1,0,1,6.3153
5,"Allison",1,0,1,0,0,0,6.3153
4,"Carrie",0,0,1,0,0,0,6.3153
6,"Tanisha",0,0,1,1,0,1,6.3153
8,"Anne",1,0,1,0,0,1,6.3153
9,"Latoya",0,0,1,1,0,1,6.3153
7,"Laurie",0,0,1,0,0,1,6.3153
5,"Tamika",1,0,1,1,0,1,6.3153
9,"Carrie",1,0,1,0,0,1,6.3153
7,"Lakisha",1,0,1,1,0,1,6.3153
15,"Latonya",0,0,1,1,0,1,6.3153
6,"Sarah",0,0,1,0,0,1,6.3153
5,"Ebony",1,0,1,1,0,1,6.3153
9,"Kristen",1,0,1,0,0,1,6.3153
3,"Anne",0,0,1,0,0,1,6.3153
4,"Emily",1,0,1,0,0,1,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
4,"Latoya",0,0,1,1,0,1,6.3153
12,"Allison",1,0,1,0,0,1,6.3153
7,"Emily",0,0,1,0,0,1,6.3153
9,"Tamika",1,0,1,1,0,1,6.3153
15,"Tanisha",0,0,1,1,0,1,6.3153
10,"Aisha",0,0,1,1,0,1,6.3153
11,"Allison",0,0,1,0,0,1,6.3153
10,"Carrie",1,1,1,0,0,1,6.3153
10,"Latoya",1,0,1,1,0,1,6.3153
5,"Ebony",1,0,1,1,0,0,6.3153
16,"Jill",1,0,1,0,0,0,6.3153
6,"Kristen",0,0,1,0,0,0,6.3153
3,"Latoya",0,0,1,1,0,0,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
3,"Emily",1,0,1,0,0,0,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
4,"Kenya",0,0,1,1,0,1,6.3153
12,"Carrie",0,0,1,0,0,1,6.3153
16,"Ebony",0,0,1,1,0,1,6.3153
21,"Meredith",1,0,1,0,0,0,6.3153
16,"Tamika",1,0,1,1,0,0,6.3153
16,"Kristen",1,1,1,0,0,0,6.3153
3,"Laurie",0,0,1,0,0,0,6.3153
6,"Tamika",0,0,1,1,0,0,6.3153
5,"Tanisha",1,0,1,1,0,0,6.3153
3,"Carrie",0,0,1,0,0,0,6.3153
5,"Emily",1,0,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,0,6.3153
6,"Tamika",0,0,1,1,0,0,6.3153
7,"Allison",0,0,1,0,1,1,5.3657
2,"Brad",1,0,0,0,1,1,5.3657
2,"Brad",1,0,0,0,1,1,5.3657
7,"Brendan",0,0,0,0,1,1,5.3657
6,"Brett",0,0,0,0,1,1,5.3657
2,"Brett",1,0,0,0,1,1,5.3657
8,"Carrie",1,0,1,0,1,1,5.3657
8,"Emily",1,0,1,0,1,1,5.3657
7,"Greg",0,0,0,0,1,1,5.3657
7,"Hakim",0,0,0,1,1,1,5.3657
6,"Hakim",0,0,0,1,1,1,5.3657
8,"Hakim",1,0,0,1,1,1,5.3657
2,"Jamal",1,0,0,1,1,1,5.3657
6,"Jay",0,0,0,0,1,1,5.3657
7,"Keisha",0,0,1,1,1,1,5.3657
6,"Keisha",0,0,1,1,1,1,5.3657
6,"Keisha",0,0,1,1,1,1,5.3657
8,"Keisha",1,0,1,1,1,1,5.3657
2,"Keisha",1,0,1,1,1,1,5.3657
8,"Keisha",1,0,1,1,1,1,5.3657
8,"Kenya",1,0,1,1,1,1,5.3657
7,"Kristen",0,0,1,0,1,1,5.3657
6,"Matthew",0,0,0,0,1,1,5.3657
8,"Meredith",1,0,1,0,1,1,5.3657
6,"Sarah",0,0,1,0,1,1,5.3657
2,"Sarah",1,0,1,0,1,1,5.3657
2,"Todd",1,0,0,0,1,1,5.3657
7,"Tremayne",0,0,0,1,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
6,"Tyrone",0,0,0,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
2,"Tyrone",1,0,0,1,1,1,5.3657
19,"Allison",1,0,1,0,1,0,5.3657
13,"Anne",0,0,1,0,1,0,5.3657
7,"Latonya",0,0,1,1,1,0,5.3657
9,"Tamika",1,0,1,1,1,1,5.3657
9,"Jill",1,0,1,0,1,1,5.3657
4,"Kenya",0,0,1,1,1,0,5.3657
4,"Meredith",0,0,1,0,1,0,5.3657
16,"Tamika",1,0,1,1,1,0,5.3657
1,"Allison",0,0,1,0,1,0,5.3657
9,"Ebony",1,0,1,1,1,1,5.3657
18,"Emily",1,0,1,0,1,0,5.3657
7,"Latoya",0,0,1,1,1,1,5.3657
13,"Kristen",0,0,1,0,1,0,5.3657
9,"Latonya",1,0,1,1,1,1,5.3657
19,"Laurie",1,0,1,0,1,0,5.3657
5,"Tanisha",0,0,1,1,1,0,5.3657
14,"Anne",1,0,1,0,1,1,5.3657
4,"Kenya",1,0,1,1,1,0,5.3657
2,"Lakisha",0,0,1,1,1,0,5.3657
5,"Meredith",0,0,1,0,1,0,5.3657
6,"Emily",0,0,1,0,1,1,5.3657
4,"Meredith",1,0,1,0,1,1,5.3657
7,"Tanisha",0,0,1,1,1,1,5.3657
7,"Tyrone",1,0,0,1,1,1,5.3657
4,"Aisha",0,0,1,1,0,1,6.3153
4,"Allison",0,1,1,0,0,1,6.3153
4,"Carrie",1,1,1,0,0,0,6.3153
4,"Latoya",1,0,1,1,0,0,6.3153
14,"Anne",1,1,1,0,0,1,6.3153
11,"Tamika",1,0,1,1,0,1,6.3153
9,"Aisha",0,0,1,1,0,0,6.3153
6,"Carrie",1,0,1,0,0,1,6.3153
7,"Ebony",1,0,1,1,0,0,6.3153
11,"Meredith",0,0,1,0,0,1,6.3153
4,"Anne",0,0,1,0,0,1,6.3153
4,"Lakisha",1,0,1,1,0,1,6.3153
6,"Latonya",0,0,1,1,0,1,6.3153
5,"Meredith",1,1,1,0,0,1,6.3153
19,"Aisha",0,0,1,1,0,1,6.3153
13,"Emily",0,0,1,0,0,1,6.3153
21,"Jill",1,0,1,0,0,1,6.3153
7,"Keisha",1,0,1,1,0,1,6.3153
14,"Allison",0,0,1,0,0,0,6.3153
12,"Latoya",1,0,1,1,0,1,6.3153
12,"Meredith",1,0,1,0,0,1,6.3153
15,"Tanisha",0,0,1,1,0,1,6.3153
11,"Carrie",0,0,1,0,0,0,6.3153
22,"Kenya",1,0,1,1,0,0,6.3153
13,"Latonya",0,0,1,1,0,1,6.3153
11,"Sarah",1,1,1,0,0,1,6.3153
12,"Allison",0,1,1,0,0,1,6.3153
13,"Ebony",1,0,1,1,0,0,6.3153
11,"Sarah",1,0,1,0,0,1,6.3153
11,"Tanisha",0,0,1,1,0,0,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
6,"Ebony",1,0,1,1,0,0,6.3153
4,"Keisha",0,0,1,1,0,1,6.3153
3,"Kristen",1,0,1,0,0,0,6.3153
9,"Allison",1,0,1,0,0,0,6.3153
8,"Emily",0,0,1,0,0,0,6.3153
6,"Latonya",0,0,1,1,0,1,6.3153
8,"Latoya",1,0,1,1,0,1,6.3153
13,"Jill",0,0,1,0,0,1,6.3153
19,"Latoya",0,0,1,1,0,1,6.3153
21,"Sarah",1,1,1,0,0,1,6.3153
7,"Tamika",1,1,1,1,0,1,6.3153
5,"Anne",0,0,1,0,0,1,6.3153
6,"Jill",1,0,1,0,0,0,6.3153
5,"Keisha",0,0,1,1,0,1,6.3153
5,"Kenya",1,0,1,1,0,0,6.3153
11,"Latoya",1,0,1,1,0,0,6.3153
8,"Laurie",1,0,1,0,0,1,6.3153
25,"Meredith",0,0,1,0,0,1,6.3153
10,"Tamika",0,0,1,1,0,0,6.3153
3,"Aisha",0,0,1,1,0,1,6.3153
4,"Anne",1,0,1,0,0,1,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
4,"Laurie",0,0,1,0,0,1,6.3153
4,"Carrie",0,0,1,0,0,1,6.3153
4,"Kenya",0,0,1,1,0,1,6.3153
4,"Lakisha",1,0,1,1,0,1,6.3153
5,"Laurie",1,0,1,0,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
5,"Greg",1,0,0,0,0,1,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
4,"Latoya",1,0,1,1,0,1,6.3153
5,"Jill",1,0,1,0,0,1,6.3153
6,"Kristen",0,0,1,0,0,1,6.3153
2,"Latoya",0,0,1,1,0,0,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
6,"Ebony",1,0,1,1,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
6,"Kristen",1,1,1,0,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
4,"Latoya",1,0,1,1,0,1,6.3153
11,"Carrie",1,0,1,0,0,1,6.3153
6,"Keisha",0,0,1,1,0,1,6.3153
6,"Kristen",0,0,1,0,0,1,6.3153
11,"Latoya",1,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
14,"Anne",0,0,1,0,0,1,6.3153
6,"Lakisha",0,0,1,1,0,1,6.3153
6,"Tamika",1,0,1,1,0,1,6.3153
5,"Ebony",1,0,1,1,0,1,6.3153
7,"Kristen",1,0,1,0,0,1,6.3153
4,"Meredith",0,0,1,0,0,1,6.3153
6,"Tanisha",0,0,1,1,0,1,6.3153
3,"Allison",1,0,1,0,0,1,6.3153
4,"Emily",0,0,1,0,0,1,6.3153
3,"Tamika",0,0,1,1,0,1,6.3153
8,"Tanisha",1,0,1,1,0,1,6.3153
6,"Allison",0,0,1,0,0,0,6.3153
3,"Kenya",0,0,1,1,0,0,6.3153
5,"Laurie",1,0,1,0,0,0,6.3153
16,"Tamika",1,0,1,1,0,0,6.3153
5,"Allison",0,1,1,0,0,1,6.3153
4,"Ebony",0,0,1,1,0,1,6.3153
5,"Jill",1,0,1,0,0,0,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
6,"Allison",1,0,1,0,0,1,6.3153
11,"Carrie",0,0,1,0,0,1,6.3153
21,"Ebony",1,0,1,1,0,0,6.3153
4,"Tamika",0,0,1,1,0,0,6.3153
6,"Carrie",0,0,1,0,0,0,6.3153
11,"Keisha",0,0,1,1,0,1,6.3153
7,"Kenya",1,0,1,1,0,1,6.3153
5,"Sarah",1,1,1,0,0,0,6.3153
3,"Ebony",0,1,1,1,0,1,6.3153
15,"Laurie",0,0,1,0,0,1,6.3153
4,"Allison",0,0,1,0,0,0,6.3153
5,"Keisha",1,0,1,1,0,1,6.3153
4,"Kristen",1,0,1,0,0,0,6.3153
5,"Tamika",0,0,1,1,0,1,6.3153
2,"Ebony",0,0,1,1,0,0,6.3153
5,"Keisha",1,0,1,1,0,0,6.3153
1,"Meredith",0,0,1,0,0,0,6.3153
6,"Sarah",1,0,1,0,0,1,6.3153
6,"Anne",0,0,1,0,1,1,5.3657
8,"Brad",1,0,0,0,1,1,5.3657
6,"Brett",0,0,0,0,1,1,5.3657
18,"Brett",1,0,0,0,1,1,5.3657
7,"Darnell",0,0,0,1,1,1,5.3657
2,"Ebony",1,0,1,1,1,1,5.3657
8,"Emily",1,0,1,0,1,1,5.3657
2,"Geoffrey",1,0,0,0,1,1,5.3657
7,"Jamal",0,0,0,1,1,1,5.3657
6,"Jay",0,0,0,0,1,1,5.3657
2,"Jay",1,1,0,0,1,1,5.3657
6,"Jermaine",0,0,0,1,1,1,5.3657
14,"Jermaine",1,0,0,1,1,1,5.3657
8,"Jill",0,0,1,0,1,1,5.3657
7,"Jill",0,0,1,0,1,1,5.3657
2,"Kareem",1,0,0,1,1,1,5.3657
7,"Keisha",0,0,1,1,1,1,5.3657
2,"Kenya",1,0,1,1,1,1,5.3657
8,"Kristen",1,0,1,0,1,1,5.3657
8,"Latonya",0,0,1,1,1,1,5.3657
7,"Latonya",0,0,1,1,1,1,5.3657
14,"Latonya",1,0,1,1,1,1,5.3657
8,"Laurie",1,0,1,0,1,1,5.3657
26,"Leroy",0,0,0,1,1,1,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
6,"Leroy",0,0,0,1,1,1,5.3657
2,"Leroy",1,0,0,1,1,1,5.3657
7,"Matthew",0,0,0,0,1,1,5.3657
8,"Meredith",1,0,1,0,1,1,5.3657
26,"Neil",0,0,0,0,1,1,5.3657
6,"Neil",0,0,0,0,1,1,5.3657
18,"Neil",1,0,0,0,1,1,5.3657
8,"Neil",1,0,0,0,1,1,5.3657
2,"Rasheed",1,0,0,1,1,1,5.3657
2,"Rasheed",1,0,0,1,1,1,5.3657
8,"Tanisha",1,0,1,1,1,1,5.3657
7,"Todd",0,0,0,0,1,1,5.3657
6,"Todd",0,0,0,0,1,1,5.3657
7,"Tyrone",0,0,0,1,1,1,5.3657
8,"Tyrone",1,0,0,1,1,1,5.3657
16,"Allison",1,0,1,0,1,0,5.3657
7,"Jill",0,0,1,0,1,0,5.3657
16,"Latonya",1,0,1,1,1,0,5.3657
13,"Tamika",0,0,1,1,1,0,5.3657
16,"Jill",1,0,1,0,1,0,5.3657
1,"Kenya",0,0,1,1,1,0,5.3657
4,"Kristen",0,0,1,0,1,0,5.3657
16,"Tamika",1,0,1,1,1,0,5.3657
6,"Brett",0,0,0,0,1,1,5.3657
8,"Hakim",1,0,0,1,1,1,5.3657
4,"Laurie",1,1,1,0,1,1,5.3657
13,"Rasheed",0,0,0,1,1,1,5.3657
6,"Carrie",0,0,1,0,0,1,6.3153
4,"Ebony",0,0,1,1,0,1,6.3153
5,"Latonya",1,0,1,1,0,0,6.3153
7,"Meredith",1,0,1,0,0,1,6.3153
5,"Allison",0,0,1,0,0,1,6.3153
15,"Ebony",0,0,1,1,0,1,6.3153
7,"Latoya",1,0,1,1,0,1,6.3153
6,"Laurie",1,0,1,0,0,0,6.3153
13,"Carrie",0,0,1,0,0,1,6.3153
7,"Kenya",1,0,1,1,0,1,6.3153
9,"Lakisha",0,0,1,1,0,1,6.3153
10,"Meredith",1,0,1,0,0,1,6.3153
8,"Aisha",0,0,1,1,0,1,6.3153
8,"Anne",1,0,1,0,0,0,6.3153
8,"Kristen",0,0,1,0,0,1,6.3153
8,"Tanisha",1,0,1,1,0,1,6.3153
25,"Anne",0,0,1,0,0,1,6.3153
21,"Anne",1,0,1,0,0,1,6.3153
6,"Ebony",0,0,1,1,0,0,6.3153
6,"Tanisha",1,0,1,1,0,1,6.3153
4,"Kenya",1,0,1,1,0,1,6.3153
3,"Kristen",1,0,1,0,0,0,6.3153
4,"Meredith",0,0,1,0,0,0,6.3153
6,"Tanisha",0,0,1,1,0,0,6.3153
11,"Aisha",1,0,1,1,0,1,6.3153
13,"Carrie",0,0,1,0,0,0,6.3153
11,"Latonya",0,0,1,1,0,1,6.3153
12,"Laurie",1,0,1,0,0,0,6.3153
7,"Ebony",1,0,1,1,0,1,6.3153
8,"Jill",1,1,1,0,0,0,6.3153
8,"Keisha",0,0,1,1,0,1,6.3153
9,"Laurie",0,0,1,0,0,0,6.3153
5,"Ebony",1,0,1,1,0,1,6.3153
4,"Emily",0,0,1,0,0,1,6.3153
5,"Laurie",1,0,1,0,0,1,6.3153
4,"Tamika",0,0,1,1,0,1,6.3153
5,"Jill",0,0,1,0,0,1,6.3153
6,"Lakisha",1,0,1,1,0,0,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
5,"Laurie",1,0,1,0,0,0,6.3153
3,"Anne",1,0,1,0,0,0,6.3153
5,"Kenya",1,0,1,1,0,1,6.3153
6,"Latoya",0,0,1,1,0,0,6.3153
11,"Laurie",0,0,1,0,0,1,6.3153
9,"Allison",1,0,1,0,0,1,6.3153
7,"Jill",0,0,1,0,0,1,6.3153
6,"Kenya",1,0,1,1,0,1,6.3153
4,"Lakisha",0,0,1,1,0,0,6.3153
7,"Kristen",1,0,1,0,0,1,6.3153
5,"Latoya",0,0,1,1,0,1,6.3153
6,"Sarah",0,0,1,0,0,1,6.3153
6,"Tanisha",1,0,1,1,0,1,6.3153
6,"Emily",0,0,1,0,0,1,6.3153
7,"Jill",1,0,1,0,0,1,6.3153
5,"Lakisha",0,0,1,1,0,1,6.3153
6,"Latonya",1,0,1,1,0,1,6.3153
11,"Neil",1,0,0,0,0,1,6.3153
10,"Tyrone",1,0,0,1,0,1,6.3153
5,"Allison",1,0,1,0,0,1,6.3153
4,"Anne",0,0,1,0,0,1,6.3153
3,"Kenya",0,0,1,1,0,1,6.3153
4,"Tamika",1,0,1,1,0,1,6.3153
6,"Kristen",0,1,1,0,0,1,6.3153
6,"Tamika",0,0,1,1,0,1,6.3153
6,"Anne",0,0,1,0,0,1,6.3153
6,"Ebony",1,0,1,1,0,1,6.3153
11,"Jill",1,0,1,0,0,1,6.3153
14,"Tanisha",0,0,1,1,0,1,6.3153
6,"Aisha",1,0,1,1,0,1,6.3153
14,"Allison",0,0,1,0,0,1,6.3153
6,"Latoya",0,0,1,1,0,1,6.3153
