game,branch,team,software,paper_game,paper,number_teammates,attendance,max_skill,min_skill,reproduction,time_reproduction,time2_reproduction,minor_errors,time_first_minor,time2_first_minor,major_errors,time_first_major,time2_first_major,good_robustness,one_good_robustness,two_good_robustness,ran_robustness,ran_one_robustness,ran_two_robustness,min_gpt,max_gpt,combined_coding,min_coding,max_coding,followup_responces,x24,game2,combined_follow,prompts,files,images,words,min_skill_num,max_skill_num,min_gpt_num,max_gpt_num,min_professor,min_postdoc,min_researcher,min_student,max_professor,max_postdoc,max_researcher,max_student,min_gpt_never,min_gpt_beginner,min_gpt_intermediate,min_gpt_advanced,max_gpt_never,max_gpt_beginner,max_gpt_intermediate,max_gpt_advanced
Toronto,AI-Assisted,b,R,Paper 1, Sorting Or Steering: The Effects Of Housing Discrimination On Neighborhood Choice,3,In-Person,Student,Student,0,NA,NA,3,1899-12-31T10:36:00Z,96,1,1899-12-31T10:15:00Z,75,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,38,Competent,Expert,3,NA,Toronto,12.666666666666666,12,1,1,12497,1,1,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
Toronto,AI-Assisted,r,R,Paper 1, Sorting Or Steering: The Effects Of Housing Discrimination On Neighborhood Choice,2,Virtual,Postdoc,Postdoc,0,NA,NA,1,1899-12-31T10:03:00Z,63,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Beginner,14,Competent,Competent,2,NA,Toronto,7,19,8,0,9731,3,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Toronto,AI-Led,c,R,Paper 1, Sorting Or Steering: The Effects Of Housing Discrimination On Neighborhood Choice,3,In-Person,Professor,Student,0,NA,NA,3,1899-12-31T10:03:00Z,63,1,1899-12-31T13:17:00Z,257,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,19,Competent,Proficient,2,NA,Toronto,9.5,0,0,0,0,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Toronto,AI-Led,d,R,Paper 1, Sorting Or Steering: The Effects Of Housing Discrimination On Neighborhood Choice,4,Virtual,Professor,Student,0,NA,NA,2,1899-12-31T13:55:00Z,295,0,NA,NA,0,FALSE,FALSE,0,FALSE,FALSE,Beginner,Intermediate,53,Competent,Expert,3,NA,Toronto,17.666666666666668,0,0,0,0,1,4,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Toronto,AI-Led,h,R,Paper 1, Sorting Or Steering: The Effects Of Housing Discrimination On Neighborhood Choice,3,Virtual,Professor,Student,0,NA,NA,2,1899-12-31T10:09:00Z,69,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,42,Competent,Expert,3,NA,Toronto,14,0,0,0,0,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Toronto,Human-Only,a,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,In-Person,Professor,Student,1,1899-12-31T09:21:00Z,21,6,1899-12-31T09:59:00Z,59,2,1899-12-31T10:07:00Z,67,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,33,Competent,Proficient,3,NA,Toronto,11,0,0,0,0,1,4,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Toronto,Human-Only,y,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Professor,Researcher,1,1899-12-31T09:52:00Z,52,2,1899-12-31T10:25:00Z,85,3,1899-12-31T10:15:00Z,75,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,19,Competent,Proficient,3,NA,Toronto,6.333333333333333,0,0,0,0,2,4,2,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
Toronto,AI-Assisted,j,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,4,Virtual,Professor,Student,1,1899-12-31T09:54:00Z,54,2,1899-12-31T09:50:00Z,50,1,1899-12-31T11:45:00Z,165,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,11,Competent,Proficient,2,NA,Toronto,5.5,23,8,0,8528,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Toronto,AI-Assisted,m,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,2,Virtual,Student,Student,1,1899-12-31T10:01:00Z,61,2,1899-12-31T09:47:00Z,47,1,1899-12-31T11:49:00Z,169,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,40,Proficient,Proficient,3,NA,Toronto,13.333333333333334,19,3,0,6530,1,1,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
Toronto,AI-Assisted,n,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Researcher,Researcher,1,1899-12-31T10:26:00Z,86,1,1899-12-31T10:09:00Z,69,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Advanced,21,Competent,Proficient,3,NA,Toronto,7,9,4,0,2073,2,2,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
Toronto,Human-Only,aa,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Postdoc,Researcher,1,1899-12-31T10:30:00Z,90,4,1899-12-31T12:04:00Z,184,4,1899-12-31T11:21:00Z,141,2,TRUE,TRUE,2,TRUE,TRUE,Never,Beginner,19,Advanced Beginner,Proficient,2,NA,Toronto,9.5,0,0,0,0,2,3,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
Toronto,Human-Only,x,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,2,Virtual,Professor,Postdoc,1,1899-12-31T10:30:00Z,90,1,1899-12-31T10:12:00Z,72,3,1899-12-31T11:30:00Z,150,1,TRUE,FALSE,2,TRUE,FALSE,Never,Intermediate,27,Competent,Expert,3,NA,Toronto,9,0,0,0,0,3,4,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Toronto,AI-Led,w,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Professor,Student,1,1899-12-31T11:20:00Z,140,2,1899-12-31T10:45:00Z,105,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Advanced,30,Competent,Proficient,4,NA,Toronto,7.5,0,0,0,0,1,4,1,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Toronto,AI-Led,z,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Postdoc,Student,1,1899-12-31T14:23:00Z,323,1,1899-12-31T09:50:00Z,50,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Never,30,Proficient,Proficient,3,NA,Toronto,10,0,0,0,0,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
Toronto,AI-Led,k,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Professor,Student,0,NA,NA,1,1899-12-31T11:50:00Z,170,0,NA,NA,0,FALSE,FALSE,0,FALSE,FALSE,Never,Intermediate,33,Advanced Beginner,Expert,3,NA,Toronto,11,0,0,0,0,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Toronto,AI-Led,l,Stata,Paper 2, Major Reforms In Electricity Pricing: Evidence From A Quasi-Experiment,3,Virtual,Professor,Student,0,NA,NA,0,NA,NA,0,NA,NA,1,TRUE,FALSE,2,TRUE,FALSE,Never,Beginner,41,Competent,Competent,3,NA,Toronto,13.666666666666666,0,0,0,0,1,4,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Virtual Europe,AI-Led,1.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,4,Virtual,Postdoc,Student,1,1899-12-31T13:06:00Z,246,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,23,Competent,Proficient,3,NA,Virtual,7.666666666666667,0,0,0,0,1,3,2,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Virtual Europe,Human-Only,2.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,3,Virtual,Professor,Student,1,1899-12-31T10:52:00Z,112,1,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,31,Proficient,Proficient,3,NA,Virtual,10.333333333333334,0,0,0,0,1,4,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Virtual Europe,AI-Assisted,3.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,2,Virtual,Postdoc,Researcher,1,1899-12-31T09:50:00Z,50,1,1899-12-31T09:43:00Z,43,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,14,Proficient,Proficient,2,NA,Virtual,7,0,0,0,0,2,3,2,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Virtual Europe,AI-Led,4.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,3,Virtual,Professor,Professor,0,NA,NA,0,NA,NA,1,1899-12-31T12:55:00Z,235,2,TRUE,TRUE,2,TRUE,TRUE,Never,Beginner,35,Proficient,Proficient,3,NA,Virtual,11.666666666666666,0,0,0,0,4,4,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Virtual Europe,Human-Only,5.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,2,Virtual,Professor,Professor,1,1899-12-31T09:35:00Z,35,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Beginner,25,Competent,Proficient,2,NA,Virtual,12.5,0,0,0,0,4,4,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
Virtual Europe,AI-Assisted,6.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,3,Virtual,Professor,Student,1,1899-12-31T10:15:00Z,75,1,1899-12-31T09:50:00Z,50,0,NA,NA,1,TRUE,FALSE,1,TRUE,FALSE,Intermediate,Advanced,27,Advanced Beginner,Expert,3,NA,Virtual,9,79,78,0,35288,1,4,3,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Virtual Europe,Human-Only,8.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,3,Virtual,Professor,Researcher,1,1899-12-31T10:33:00Z,93,0,NA,NA,1,1899-12-31T12:06:00Z,186,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,31,Competent,Proficient,3,NA,Virtual,10.333333333333334,0,0,0,0,2,4,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Virtual Europe,AI-Led,10.0,R,Paper 1, How The Other Half Died: Immigration And Mortality In Us Cities,3,Virtual,Professor,Student,1,1899-12-31T11:30:00Z,150,0,NA,NA,0,NA,NA,1,TRUE,FALSE,0,FALSE,FALSE,Beginner,Intermediate,39,Competent,Proficient,3,NA,Virtual,13,0,0,0,0,1,4,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Virtual Europe,Human-Only,11.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Student,1,1899-12-31T09:26:00Z,26,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Beginner,18,Competent,Expert,3,NA,Virtual,6,0,0,0,0,1,4,1,2,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
Virtual Europe,AI-Assisted,12.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Postdoc,1,1899-12-31T10:00:00Z,60,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Intermediate,Intermediate,27,Competent,Proficient,3,NA,Virtual,9,12,3,0,4844,3,4,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Virtual Europe,AI-Led,13.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Postdoc,1,1899-12-31T10:42:00Z,102,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,46,Competent,Expert,3,NA,Virtual,15.333333333333334,0,0,0,0,3,4,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Virtual Europe,Human-Only,14.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Student,1,1899-12-31T10:30:00Z,90,0,NA,NA,0,NA,NA,2,TRUE,TRUE,1,TRUE,FALSE,Never,Intermediate,16,Competent,Proficient,3,NA,Virtual,5.333333333333333,0,0,0,0,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Virtual Europe,AI-Assisted,15.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Professor,1,1899-12-31T10:18:00Z,78,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,19,Competent,Proficient,2,NA,Virtual,9.5,0,0,0,0,4,4,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Virtual Europe,AI-Led,16.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Professor,0,NA,NA,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,21,Proficient,Proficient,3,NA,Virtual,7,0,0,0,0,4,4,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Virtual Europe,Human-Only,17.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Professor,1,1899-12-31T09:41:00Z,41,4,1899-12-31T09:41:00Z,41,3,1899-12-31T11:23:00Z,143,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Intermediate,51,Competent,Proficient,3,NA,Virtual,17,0,0,0,0,4,4,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Virtual Europe,AI-Assisted,18.0,Stata,Paper 2," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Postdoc,Student,1,1899-12-31T09:18:00Z,18,0,NA,NA,2,1899-12-31T10:48:00Z,108,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Advanced,23,Competent,Proficient,3,NA,Virtual,7.666666666666667,15,2,0,6863,1,3,2,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
Virtual North America,AI-Led,19.0,R,Paper 3, Mindful-Gratitude Intervention Reduces Prejudice At High Levels Of Collective Narcissism,4,Virtual,Professor,Student,1,1899-12-31T10:56:00Z,116,0,1899-12-31T11:05:00Z,125,2,NA,NA,2,TRUE,TRUE,0,FALSE,FALSE,Intermediate,Advanced,51,Proficient,Expert,4,NA,Virtual,12.75,0,0,0,0,1,4,3,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Virtual North America,Human-Only,20.0,R,Paper 3, Mindful-Gratitude Intervention Reduces Prejudice At High Levels Of Collective Narcissism,3,Virtual,Student,Student,1,1899-12-31T09:50:00Z,50,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Advanced,14,Advanced Beginner,Proficient,3,NA,Virtual,4.666666666666667,0,0,0,0,1,1,2,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
Virtual North America,AI-Assisted,21.0,R,Paper 3, Mindful-Gratitude Intervention Reduces Prejudice At High Levels Of Collective Narcissism,1,Virtual,Professor,Professor,1,1899-12-31T09:31:00Z,31,1,1899-12-31T10:03:00Z,63,0,NA,NA,1,TRUE,FALSE,2,TRUE,FALSE,Intermediate,Intermediate,10,Proficient,Proficient,1,NA,Virtual,10,27,5,2,8210,4,4,3,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Virtual North America,AI-Led,22.0,R,Paper 3, Mindful-Gratitude Intervention Reduces Prejudice At High Levels Of Collective Narcissism,2,Virtual,Professor,Student,0,NA,NA,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Intermediate,Intermediate,13,Competent,Proficient,2,NA,Virtual,6.5,0,0,0,0,1,4,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Virtual North America,AI-Assisted,24.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Researcher,1,1899-12-31T09:38:00Z,38,0,NA,NA,1,1899-12-31T11:53:00Z,173,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Beginner,24,Proficient,Proficient,2,NA,Virtual,12,0,0,0,0,2,4,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Virtual North America,AI-Led,25.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Student,1,1899-12-31T10:35:00Z,95,0,NA,NA,0,NA,NA,2,TRUE,TRUE,0,FALSE,FALSE,Beginner,Intermediate,35,Competent,Proficient,3,NA,Virtual,11.666666666666666,0,0,0,0,1,4,2,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Virtual North America,Human-Only,26.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Researcher,1,1899-12-31T09:40:00Z,40,0,NA,NA,1,1899-12-31T10:09:00Z,69,2,TRUE,TRUE,2,TRUE,TRUE,Advanced,Advanced,31,Proficient,Expert,2,NA,Virtual,15.5,0,0,0,0,2,4,4,4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Virtual North America,AI-Assisted,27.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Student,1,1899-12-31T10:28:00Z,88,0,NA,NA,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Intermediate,Intermediate,22,Competent,Proficient,2,NA,Virtual,11,25,1,0,30306,1,4,3,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Virtual North America,AI-Led,28.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Professor,1,1899-12-31T12:40:00Z,220,1,1899-12-31T14:05:00Z,305,0,NA,NA,2,TRUE,TRUE,0,FALSE,FALSE,Beginner,Intermediate,46,Competent,Proficient,3,NA,Virtual,15.333333333333334,0,0,0,0,4,4,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Virtual North America,Human-Only,29.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",3,Virtual,Professor,Student,1,1899-12-31T09:39:00Z,39,1,1899-12-31T10:27:00Z,87,2,1899-12-31T12:00:00Z,180,2,TRUE,TRUE,2,TRUE,TRUE,Never,Intermediate,39,Competent,Expert,3,NA,Virtual,13,0,0,0,0,1,4,1,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Virtual North America,AI-Assisted,30.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Researcher,1,1899-12-31T14:23:00Z,323,1,1899-12-31T10:30:00Z,90,0,NA,NA,2,TRUE,TRUE,2,TRUE,TRUE,Intermediate,Advanced,10,Competent,Proficient,2,NA,Virtual,5,22,30,0,9705,2,4,3,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Virtual North America,AI-Led,31.0,Stata,Paper 4," Gambling, Saving, And Lumpy Liquidity Needs",2,Virtual,Professor,Student,0,NA,NA,0,NA,NA,1,1899-12-31T11:47:00Z,167,2,TRUE,TRUE,2,TRUE,TRUE,Beginner,Beginner,12,Competent,Proficient,2,NA,Virtual,6,0,0,0,0,1,4,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
